0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|3|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
0|4|Maastaveto|180.0|3x1|Kulki kivasti
